work_id,work_name,work_style,artist_name,artist_nationality,artist_style,artist_birth,artist_death,work_subject
30262,"White Houses, Ville d'Avray",Pointillism,Georges Seurat,French,Pointillist,1859,1891,
30264,Woman in a Park,Pointillism,Georges Seurat,French,Pointillist,1859,1891,
30266,Young Woman Powdering Herself,Pointillism,Georges Seurat,French,Pointillist,1859,1891,
21335,A Boy Defleaing a Dog,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,Dogs
21341,A Maid Milking a Cow in a Barn,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
21343,A Woman Playing a Theorbo to Two Men,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
21345,A Woman Playing the Theorbo-Lute and a Cavalier,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,Musics
21347,A Young Woman at Her Toilet with a Maid,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
167325,"Aletta Pancras, Wife of Francois de Vicq",Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
21349,An Officer Dictating a Letter,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
21351,Burgomaster Jan Van Duren,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
21353,Curiosity,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
21355,Dancing Couple,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,Lovers
167336,"Francois de Vicq, Burgomaster of Amsterdam",Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
21357,Helena Van Der Schalcke,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
21359,Horse Stable,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,Horses
21361,Lady Seated Holding a Wineglass,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
21363,Margaretha Van Haexbergen,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
167305,Memorial Portrait of Moses Ter Borch,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
21365,"Officer Writing a Letter, with a Trumpeter",Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
167347,Portrait of a Seated Man,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
206136,Portrait of a Woman,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,Portraits
21369,Portrait of a Young Man,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,Portraits
21371,Portrait of Hermanna Van Der Cruis,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,Portraits
21373,Seated Girl in Peasant Costume,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
167295,Self-Portrait,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
21377,The Music Lesson,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
21379,The Paternal Admonition,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
21381,The Suitor's Visit,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
21383,The Van Moerkerken Family,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
167315,Woman at a Mirror,Baroque,Gerard Ter Borch,Dutch,Baroque,1617,1681,
26539,Christ Before the High Priest,Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,Christianity
26541,Christ Crowned with Thorns,Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,Christianity
167737,Christ Crowned with Thorns,Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,Christianity
26543,"Elizabeth Stuart, Queen of Bohemia",Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
167863,"Frederick Henry, His Consort Amalia of Solms, and their Three Youngest Daughters",Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
26545,Musical Group on a Balcony,Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,Musics
167748,Portrait of a Woman,Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
167771,Portrait of Amalia van Solms,Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
167762,Portrait of an Artist,Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
167780,"Portrait of Frederick Henry, Prince of Orange",Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
167789,"Portrait of Frederik Hendrik, Prince of Orange",Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
167834,"Portrait of Friedrich Wilhelm, Elector of Brandenburg, and His Wife Louise Henriette, Countess of Orange-Nassau",Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
167843,"Portrait of Willem II, Prince of Orange, and His Wife Mary Stuart",Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
167798,"Portrait of Willem II, Prince of Orange",Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
167807,"Portrait of William II, Prince of Orange",Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
167816,"Portrait of William III, Prince of Orange",Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
26547,Saint Sebastian,Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,Christianity
205384,Samson and Delilah,Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
167852,Satyr and Nymph,Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
167872,"Shepherd Playing the Flute, and Four Shepherdesses",Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
167825,The Merry Fiddler,Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,
199763,The Mocking of Christ,Baroque,Gerard Van Honthorst,Dutch,Baroque,1590,1656,Jesus Christ
193498,"The Golden Bend in the Herengracht, Amsterdam, Seen from the West",Rococo,Gerrit Berckheyde,Dutch,Rococo,1638,1698,Architectures
193512,The Interior of the Grote Kerk Haarlem,Rococo,Gerrit Berckheyde,Dutch,Rococo,1638,1698,Architectures
193530,The Main Gate to Egmond Castle,Rococo,Gerrit Berckheyde,Dutch,Rococo,1638,1698,
193566,The Market Place and the Grote Kerk at Haarlem,Rococo,Gerrit Berckheyde,Dutch,Rococo,1638,1698,Architectures
193575,The Market Place and Town Hall Haarlem,Rococo,Gerrit Berckheyde,Dutch,Rococo,1638,1698,Architectures
199750,The Nieuwezijds Voorburgwal with the Flower and Tree Market in Amsterdam,Rococo,Gerrit Berckheyde,Dutch,Rococo,1638,1698,
193539,The Oude Zijden Herenlogement (Gentlemen's Hotel) in Amsterdam,Rococo,Gerrit Berckheyde,Dutch,Rococo,1638,1698,
193548,"The Town Hall on Dam Square, Amsterdam",Rococo,Gerrit Berckheyde,Dutch,Rococo,1638,1698,
193557,"The Town Hall on the Dam, Amsterdam",Rococo,Gerrit Berckheyde,Dutch,Rococo,1638,1698,Architectures
198656,"View of a Town with Figures, Goats, and Wagon before a Church",Rococo,Gerrit Berckheyde,Dutch,Rococo,1638,1698,Architectures
193505,View of the Golden Bend in the Herengracht,Rococo,Gerrit Berckheyde,Dutch,Rococo,1638,1698,Architectures
193519,View of the Golden Bend in the Herengracht from the East,Rococo,Gerrit Berckheyde,Dutch,Rococo,1638,1698,Architectures
193489,"Weighing House and Crane on the Spaarne, Haarlem",Rococo,Gerrit Berckheyde,Dutch,Rococo,1638,1698,Bridges
25778,A Poulterer's Shop,Baroque,Gerrit Dou,Dutch,Baroque,1613,1675,
25780,A Young Woman at Her Toilet,Baroque,Gerrit Dou,Dutch,Baroque,1613,1675,
25782,Girl Chopping Onions,Baroque,Gerrit Dou,Dutch,Baroque,1613,1675,
25784,Maidservant at a Window,Baroque,Gerrit Dou,Dutch,Baroque,1613,1675,
25786,Parable of the Hidden Treasure,Baroque,Gerrit Dou,Dutch,Baroque,1613,1675,
25788,Portrait of a Couple in a Landscape,Baroque,Gerrit Dou,Dutch,Baroque,1613,1675,Lovers
25790,Portrait of an Old Woman Reading,Baroque,Gerrit Dou,Dutch,Baroque,1613,1675,Portraits
25794,Self-Portrait,Baroque,Gerrit Dou,Dutch,Baroque,1613,1675,Portraits
25796,Self-Portrait,Baroque,Gerrit Dou,Dutch,Baroque,1613,1675,Portraits
25798,The Night School,Baroque,Gerrit Dou,Dutch,Baroque,1613,1675,
169320,The Quack,Baroque,Gerrit Dou,Dutch,Baroque,1613,1675,
25800,Woman Eating Porridge,Baroque,Gerrit Dou,Dutch,Baroque,1613,1675,
25802,Young Woman Holding a Lamp,Baroque,Gerrit Dou,Dutch,Baroque,1613,1675,
135213,Canto Patriottico in Piazza de Siena Bozzetto,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135224,Cioccolato Reclam per il Bal-Tic-Tac,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135235,Compenetrazione Iridescente Eucalyptus,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135246,Espansionauree di Pessimismo Ottimismo,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
30094,Flight of the Swallows,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135159,Forze Spaziali,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135257,Grand Fiore Futurista,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135279,Idealfiamma,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135168,Landscape Force Lines,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135288,Landscape Swallows in Flight,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135297,Motive with the Word Buon Appetito,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135268,Motivo con la Parola Tak,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
30096,Patriotic Demonstration,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135195,Portrait of a Woman,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135177,Rasformazione Forme Spiriti,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135306,Spatial Forces,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135204,Studio Mercurio Che Passa Davanti,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135315,Valori Plastici,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
135186,Volo di Rondini,,Giacomo Balla,Italian,Futurist,1871,1958,Abstract/Modern Art
7341,Abigail Smith Adams (Mrs. John Adams),,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7343,Albert Gallatin,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7345,Ann Barry,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7347,Ann Calvert Stuart Robinson (Mrs. William Robinson),,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7349,Anna Maria Brodeau Thornton (Mrs. William Thornton),,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
206452,Baron FitzGibbon,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7351,Benjamin Tappan,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7353,Benjamin Waterhouse,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7355,Benjamin West,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7357,Captain John Gell,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7359,Captain Joseph Anthony,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7361,Captain Sir William Abdy,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7363,Catherine Brass Yates (Mrs. Richard Yates),,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7365,Catherine Yates Pollock (Mrs. George Pollock),,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7367,Charles Lee (Gentleman of the Lee Family),,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7369,Charlotte Morton Dexter (Mrs. Andrew Dexter),,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7371,Commodore Thomas Macdonough,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7373,"David Sears, Jr.",,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7375,Dolley Payne Madison (Mrs. James Madison),,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7377,Edward Penington,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7379,Edward Stow,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7381,Eleanor Parke Custis Lewis (Mrs. Lawrence Lewis),,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
206465,Elizabeth Beltzhoover Mason,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7383,General John R. Fenwick,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7385,George Pollock,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7389,George Washington,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7391,George Washington,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7393,George Washington,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7395,George Washington,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
7387,George Washington,,Gilbert Stuart,American,Portraitist,1755,1828,Portraits
30114,Metaphysical Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
30116,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
30118,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187320,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187328,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187336,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187344,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187352,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187360,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187377,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187387,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187398,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187408,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187418,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187428,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187438,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187448,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187458,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187468,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187478,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187488,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187498,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187508,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187518,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187528,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187538,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
187546,Still Life,,Giorgio Morandi,Italian,Futurist,1890,1964,Abstract/Modern Art
157570,Alexander the Great and Campaspe in the Studio of Apelles,Renaissance,Giovanni Battista Tiepolo,Italian,Rococo,1696,1770,
189411,Christ and the Woman Taken in Adultery,Renaissance,Giovanni Battista Tiepolo,Italian,Rococo,1696,1770,Jesus Christ
189394,The Banquet of Cleopatra,Renaissance,Giovanni Battista Tiepolo,Italian,Rococo,1696,1770,
189401,The Building of the Trojan Horse,Renaissance,Giovanni Battista Tiepolo,Italian,Rococo,1696,1770,
167968,The Immaculate Conception,Renaissance,Giovanni Battista Tiepolo,Italian,Rococo,1696,1770,
189406,The Procession of the Trojan Horse Into Troy,Renaissance,Giovanni Battista Tiepolo,Italian,Rococo,1696,1770,
17774,A Portrait of John Singer Sargent,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,Portraits
170323,Chiesa di Paese,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
17778,Count Robert de Montesquiou-Fezensac,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
17780,Highway of Combes-la-Ville,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
170334,In the Garden,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
17782,John Lewis Brown with Wife and Daughter,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
17784,Josefina Alvear de Errazuriz,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
170388,La Senna (On the Seine),Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
17788,Lady Nanne Schrader,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
170343,Les Parisiennes,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
17790,Madame Gabrielle Rejane,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
170266,On the Terrace,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
17792,Peaceful Days,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
17794,"Portrait of a Lady, Lina Bilitis, with Two Pekinese",Realism,Giovanni Boldini,Italian,Classicist,1842,1931,Dogs
17796,Portrait of Anita de la Ferie (The Spanish Dancer),Realism,Giovanni Boldini,Italian,Classicist,1842,1931,Dancers
170273,Portrait of Celia Tobin Clark,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
17798,Portrait of Donna Franca Florio,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,Portraits
17772,A Portrait of Emiliana Concha de Ossa,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,Portraits
170280,Portrait of Ena Wertheimer,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
17800,Portrait of Gladys Deacon,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,Portraits
170288,Portrait of Harriet Valentine Crocker Alexander,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
170395,Portrait of Lina Cavalieri,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,Portraits
170295,Portrait of Madame Arnold Seligmann,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
17804,Portrait of Madame E. L. Doyen,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,Portraits
17806,"Portrait of Madame Georges Hugo and Her Son, Jean",Realism,Giovanni Boldini,Italian,Classicist,1842,1931,Portraits
17808,Portrait of Madame Josephina Alvear de Errazuriz,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,Portraits
17810,Portrait of Madame Julliard in Red,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,Portraits
170302,Portrait of Marthe Re´gnier,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,
17812,Portrait of Mlle de Gillespie (La Dame de Biarritz),Realism,Giovanni Boldini,Italian,Classicist,1842,1931,Portraits
17816,Portrait of Rita de Acosta Lydig,Realism,Giovanni Boldini,Italian,Classicist,1842,1931,Portraits
24473,"Allegorical Portrait, Summer",Renaissance,Giuseppe Arcimboldo,Italian,Mannerist,1530,1593,Summer
24479,Fire,Renaissance,Giuseppe Arcimboldo,Italian,Mannerist,1530,1593,
24481,Flora,Renaissance,Giuseppe Arcimboldo,Italian,Mannerist,1530,1593,
24483,Four Seasons in One Head,Renaissance,Giuseppe Arcimboldo,Italian,Mannerist,1530,1593,
24487,Spring,Renaissance,Giuseppe Arcimboldo,Italian,Mannerist,1530,1593,Spring
24489,Summer,Renaissance,Giuseppe Arcimboldo,Italian,Mannerist,1530,1593,Summer
24493,The Librarian,Renaissance,Giuseppe Arcimboldo,Italian,Mannerist,1530,1593,
24503,Vertumnus,Renaissance,Giuseppe Arcimboldo,Italian,Mannerist,1530,1593,
24507,Winter,Renaissance,Giuseppe Arcimboldo,Italian,Mannerist,1530,1593,Winter
20564,American Gothic,American Art,Grant Wood,American,Colonial,1891,1942,
20566,Fall Plowing,American Art,Grant Wood,American,Colonial,1891,1942,Autumn/Fall
20568,Parson Weems Fable,American Art,Grant Wood,American,Colonial,1891,1942,
20570,Plaid Sweater,American Art,Grant Wood,American,Colonial,1891,1942,
20572,Spring In Town,American Art,Grant Wood,American,Colonial,1891,1942,Spring
20574,Spring Turning,American Art,Grant Wood,American,Colonial,1891,1942,Spring
20576,"The Birthplace of Herbert Hoover, West Branch, Iowa",American Art,Grant Wood,American,Colonial,1891,1942,
20578,The Birthplace of Herbert Hoover,American Art,Grant Wood,American,Colonial,1891,1942,
20580,The Midnight Ride of Paul Revere,American Art,Grant Wood,American,Colonial,1891,1942,
28419,Bacchus and Ariadne,Baroque,Guido Reni,Italian,Baroque,1575,1642,
199149,"Cardinal Roberto Ubaldini, Papal Legate to Bologna",Baroque,Guido Reni,Italian,Baroque,1575,1642,
28421,Christ Embracing Saint John the Baptist,Baroque,Guido Reni,Italian,Baroque,1575,1642,Christianity
28423,Joseph and Potiphar's Wife,Baroque,Guido Reni,Italian,Baroque,1575,1642,
28425,Lot and His Daughters Leaving Sodom,Baroque,Guido Reni,Italian,Baroque,1575,1642,
28427,Saint Jerome,Baroque,Guido Reni,Italian,Baroque,1575,1642,
28431,Saint John the Baptist,Baroque,Guido Reni,Italian,Baroque,1575,1642,Christianity
28433,St. Mary Magdalene,Baroque,Guido Reni,Italian,Baroque,1575,1642,Christianity
28435,Susannah and the Elders,Baroque,Guido Reni,Italian,Baroque,1575,1642,
28439,The Adoration of the Shepherds,Baroque,Guido Reni,Italian,Baroque,1575,1642,
28441,The Coronation of the Virgin,Baroque,Guido Reni,Italian,Baroque,1575,1642,Christianity
28443,The Toilet of Venus,Baroque,Guido Reni,Italian,Baroque,1575,1642,Nude
28445,Virgin and Child with Saint John the Baptist,Baroque,Guido Reni,Italian,Baroque,1575,1642,Christianity
121442,After the Rain,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,
121543,Barges on the Seine at Bercy,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,Rivers/Lakes
121454,Bridge Over the Marne at Joinville,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,Bridges
121466,Epinay Sur Orge,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,
207963,La Seine a Paris,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,
121552,La Seine a Paris,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,Rivers/Lakes
207954,La Seine,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,
121477,Le Quai de Bercy,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,
121561,Notre Dame of Paris,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,
121488,Pont Marie from the Quai Danjou,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,Bridges
121499,Quai de la Gare,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,
121510,River Scene,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,Rivers/Lakes
121589,Rue de la Scierie Pontcharra,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,
206268,The Banks of the Marne at Charenton,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,
121521,The Pont Marie Quay Sully,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,
121532,The Seine at Charenton,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,Bridges
121570,The Valley of the Creuse,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,
206281,"Valley of the Sedelle at Pont Charraud, White Frost",Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,
121579,View of the Seine Paris,Impressionism,Armand Guillaumin,French,Impressionist,1841,1927,Rivers/Lakes
170221,A Court Interior in an Italian Monastery,,Gustaf Wilhelm Palm,Swiss,Classicist,1810,1890,Landscape Art
170156,Doges Palace,,Gustaf Wilhelm Palm,Swiss,Classicist,1810,1890,Landscape Art
170241,Italian Town With Figures,,Gustaf Wilhelm Palm,Swiss,Classicist,1810,1890,Landscape Art
170165,Monte Pellegrion and Palermo,,Gustaf Wilhelm Palm,Swiss,Classicist,1810,1890,Landscape Art
170172,Motif from Norway,,Gustaf Wilhelm Palm,Swiss,Classicist,1810,1890,Landscape Art
170179,The Roman Campagna,,Gustaf Wilhelm Palm,Swiss,Classicist,1810,1890,Landscape Art
170186,"Tivoli, A View of the Villa d'Este",,Gustaf Wilhelm Palm,Swiss,Classicist,1810,1890,Landscape Art
170193,View of Ariccia,,Gustaf Wilhelm Palm,Swiss,Classicist,1810,1890,Landscape Art
170207,View of Bie,,Gustaf Wilhelm Palm,Swiss,Classicist,1810,1890,Landscape Art
170214,View of Ruinerna of Junos Tempel in Girgenti,,Gustaf Wilhelm Palm,Swiss,Classicist,1810,1890,Landscape Art
170200,View of Subiaco,,Gustaf Wilhelm Palm,Swiss,Classicist,1810,1890,Landscape Art
170232,View of Valdemarsudde,,Gustaf Wilhelm Palm,Swiss,Classicist,1810,1890,Landscape Art
3393,Allegory Tragedy,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3395,Apple Tree I,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3397,Approaching Thunderstorm (The Large Poplar II),Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3399,Attersee,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3401,Avenue in Schloss Kammer Park,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3403,Baby (detail),Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3405,Beech Forest,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
152969,Beethoven Frieze Secession Vienna,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3407,Beethoven Frieze,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3409,Birch Wood,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3443,Church in Cassone,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3445,Church in Unterach am Attersee,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3411,Danae,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3413,Death and Life,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3417,Expectation,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3419,Farm Garden with Crucifix,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,Gardens
3421,Farm Garden with Sunflowers,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,Flowers
3423,Farmhouse with Birch Trees,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3425,Fulfilment,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3427,Garden Path with Chickens,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,Gardens
3429,Girlfriends (detail),Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3431,Girlfriends,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
209770,Golden Tears,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3435,Hope (detail),Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
3433,Hope,Art Nouveau,Gustav Klimt,Austrian,Art Nouveau,1862,1918,
